user_id,author,linkOfAuthorProfile,desc,followers
bill.fite,Bill Fite,https://towardsdatascience.com/@bill.fite?source=collection_archive---------26-----------------------,"Decision science and machine learning modeler interested in prediction, optimization, simulation and gambling (aka Operations Research) at ",16
areed1242,Andrew Reed,https://towardsdatascience.com/@areed1242?source=collection_archive---------13-----------------------,Data Scientist. Machine Learning Enthusiast.,23
anandai,Anand P V,https://towardsdatascience.com/@anandai?source=collection_archive---------20-----------------------,,0
kytheria,Samia Haimoura,https://towardsdatascience.com/@kytheria?source=collection_archive---------43-----------------------,"Tech Entrepreneur @SEON, Data Science/AI Consultant, Duke University - Fuqua grad ‘19. Blogging @ ",254
shreya2105,Shreya Agarwal,https://towardsdatascience.com/@shreya2105?source=collection_archive---------29-----------------------,"Data consultant. Currently, learning how to teach machines at London School Of Economics.",59
matthewlittman,Matthew Littman,https://towardsdatascience.com/@matthewlittman?source=collection_archive---------30-----------------------,"Master’s in Business Analytics, I have combined both my experience in Economics and Software engineering to solidify my passion for Data Science!",23
ishay.telavivi,Ishay Telavivi,https://towardsdatascience.com/@ishay.telavivi?source=collection_archive---------20-----------------------,A Data Scientist at OptimalQ,3
nicholas-rotich,Nicolus Rotich,https://towardsdatascience.com/@nicholas-rotich?source=collection_archive---------22-----------------------,,0
voycey,Daniel Voyce,https://towardsdatascience.com/@voycey?source=collection_archive---------28-----------------------,"CTO of LOCALLY, General Nerd. I love new technology, Data geek, Blockchain Hero, Linux Buff and all round evangelist for Open Source",79
druce,Druce Vertes,https://towardsdatascience.com/@druce?source=collection_archive---------15-----------------------," NYC data, econ, finance, investments guy. What? Listen to me. You are beautiful. You are flawless and I love you.",106
ringoshin,Fan Yeng-Loon,https://towardsdatascience.com/@ringoshin?source=collection_archive---------22-----------------------,Smaller world. Harsher times. Bolder dreams. Here we go. (,51
shaunakvarudandi,Shaunak Varudandi,https://towardsdatascience.com/@shaunakvarudandi?source=collection_archive---------24-----------------------,,0
rupertt,Rupert Thomas,https://towardsdatascience.com/@rupertt?source=collection_archive---------23-----------------------,"Technology consultant from Cambridge, UK specialising in software engineering, machine learning, machine vision, and building data-driven products",205
automationguru,Fabio Manganiello,https://towardsdatascience.com/@automationguru?source=collection_archive---------19-----------------------,,0
nayomichibana,Nayomi Chibana,https://towardsdatascience.com/@nayomichibana?source=collection_archive---------20-----------------------,"Data journalist interested in all things at the intersection of news, data and tech.",24
krohnhermannacosta,Hermann Krohn,https://towardsdatascience.com/@krohnhermannacosta?source=collection_archive---------18-----------------------,,18
snehas_9179,Sneha Somaya,https://towardsdatascience.com/@snehas_9179?source=collection_archive---------25-----------------------,learning about life and data @ UC Berkeley,5
kencheah,Ken Cheah,https://towardsdatascience.com/@kencheah?source=collection_archive---------21-----------------------,Data Analytics | Machine Learning | Ex-Barrister,28
jorge_castanon,Jorge Castañón,https://towardsdatascience.com/@jorge_castanon?source=collection_archive---------22-----------------------,Applied Mathematician and Art Lover | Opinions are My Own | Twitter: @castanan,591
danielwilms,Daniel Wilms,https://towardsdatascience.com/@danielwilms?source=collection_archive---------26-----------------------,"living in tel aviv. parent of 2 kids. husband. enthusiastic about my family, bike-swim-run, photography. traveller. optimist. passionate triathlete.",5
oneryalcin,Mehmet Öner Yalçın,https://towardsdatascience.com/@oneryalcin?source=collection_archive---------29-----------------------,Data Scientist at Sky UK,15
trm2124,Toby Manders,https://towardsdatascience.com/@trm2124?source=collection_archive---------30-----------------------,M.D. working in ML and AI | Insight Health Data Fellow,85
shaunparker.sp,Shaun Parker,https://towardsdatascience.com/@shaunparker.sp?source=collection_archive---------31-----------------------,"Data Scientist MSc, old washed up drummer, with a background in BI Engineering.",13
hoferjonathan14,Jonathan Hofer,https://towardsdatascience.com/@hoferjonathan14?source=collection_archive---------36-----------------------,,0
novasush,Sushrut Ashtikar,https://towardsdatascience.com/@novasush?source=collection_archive---------29-----------------------,Software Engineer,0
salim.zubair100,Salim Zubair,https://towardsdatascience.com/@salim.zubair100?source=collection_archive---------30-----------------------,Data Scientist at BC Hydro. General Data Enthusiast!,9
lusinlu,Lusine Abrahamyan,https://towardsdatascience.com/@lusinlu?source=collection_archive---------23-----------------------,"Data Scientist, PhD Vrije University Brussels",15
pricett,Jason Price,https://towardsdatascience.com/@pricett?source=collection_archive---------27-----------------------,Process Engineer | Data Scientist | Crypto-Enthusiast,21
robertritz,Robert Ritz,https://towardsdatascience.com/@robertritz?source=collection_archive---------33-----------------------,,0
hnky,Henk Boelman,https://towardsdatascience.com/@hnky?source=collection_archive---------34-----------------------,"Cloud Advocate 🥑 at @azureadvocates | #Microsoft | Former #AI MVP | #Umbraco MVP | #AzureThursday, #GlobalAIBootcamp #GlobalAINight",40
chrismousmoulas83,Christos Mousmoulas,https://towardsdatascience.com/@chrismousmoulas83?source=collection_archive---------26-----------------------,"Software engineer. Creator of """,50
anilmatcha,Anil Chandra Naidu Matcha,https://towardsdatascience.com/@anilmatcha?source=collection_archive---------36-----------------------,Deep Learning Engineer@Samsung R&D. Reach me at ,82
vorahsa,Jaakko Kangasharju,https://towardsdatascience.com/@vorahsa?source=collection_archive---------37-----------------------,"Backend Engineer at Fosanis GmbH. Python, databases, Swift for iOS on the side. Some data science/machine learning. PhD in Computer Science.",72
honedert,Thomas Honeder,https://towardsdatascience.com/@honedert?source=collection_archive---------39-----------------------,Data Science Student from Austria.,5
awennerberg,Alex Wennerberg,https://towardsdatascience.com/@awennerberg?source=collection_archive---------40-----------------------,Cloud Data Engineer at Cloudbakers. Online at ,7
imec_98088,Michael Peeters,https://towardsdatascience.com/@imec_98088?source=collection_archive---------32-----------------------,Dr. Ir. Michael Peeters is program director connectivity + humanized technology at imec,2
JonOrmsbee,Jonathan Ormsbee,https://towardsdatascience.com/@JonOrmsbee?source=collection_archive---------30-----------------------,˙ǝɹnʇɔᴉd ǝlᴉɟoɹd ʎɯ ʇno ƃuᴉʇuᴉod doʇS ǝuoןɐ ɟןǝsʎɯ ɟo ǝʌıʇɐʇuǝsǝɹdǝɹ ǝɹɐ sʇɥƃnoɥʇ ןן∀,2
massajonas,Jonas Massa,https://towardsdatascience.com/@massajonas?source=collection_archive---------42-----------------------,Deep Learning Artist ,0
alex.shtf,Alex Shtoff,https://towardsdatascience.com/@alex.shtf?source=collection_archive---------47-----------------------,"Ph.D, research scientist at Yahoo Research",5
erikrudlang,Erik Rudlang,https://towardsdatascience.com/@erikrudlang?source=collection_archive---------36-----------------------,,2
asmitagokhale92,Asmita Kulkarni,https://towardsdatascience.com/@asmitagokhale92?source=collection_archive---------35-----------------------,Storyteller - Data | Dance | Paints,19
teresa.kubacka,Teresa Kubacka,https://towardsdatascience.com/@teresa.kubacka?source=collection_archive---------36-----------------------,"Data scientist, musician, physicist, critical thinker. || ",65
postbio,Kevin Ann,https://towardsdatascience.com/@postbio?source=collection_archive---------37-----------------------,,0
kanellisg,Kanellis Georgios,https://towardsdatascience.com/@kanellisg?source=collection_archive---------38-----------------------,Data Scientist | Machine Learning Engineer @ ,13
ebpalmer17,Eileen Palmer,https://towardsdatascience.com/@ebpalmer17?source=collection_archive---------40-----------------------,Data Scientist | Math Educator | Houseplant Enthusiast,40
jeffshek,Jeffrey Shek,https://towardsdatascience.com/@jeffshek?source=collection_archive---------41-----------------------,I write at ,45
evavrooijen,Eva van Rooijen,https://towardsdatascience.com/@evavrooijen?source=collection_archive---------46-----------------------,Studying Econometrics and Economics in The Netherlands. Enthusiastically growing my Data Science skills. Here to share my thoughts and learn from others.,26
yacoub.ahmedy,Yacoub Ahmed,https://towardsdatascience.com/@yacoub.ahmedy?source=collection_archive---------0-----------------------,UCL Computer Science Student,320
bharatsraj,Bharat S Raj,https://towardsdatascience.com/@bharatsraj?source=collection_archive---------1-----------------------,Conversational AI at Sutherland Labs | NLP/NLU | Data Science (Kaggler) | MBA (3 x Gold Medalist) | GCP | TEDx,0
meetnaren,Naren Santhanam,https://towardsdatascience.com/@meetnaren?source=collection_archive---------5-----------------------,,236
lovelytics,Lovelytics,https://towardsdatascience.com/@lovelytics?source=collection_archive---------10-----------------------,"Data Analytics Consulting | Rosslyn, VA | ",30
caponetto,Guilherme Caponetto,https://towardsdatascience.com/@caponetto?source=collection_archive---------11-----------------------,Senior software engineer at Red hat & Machine learning researcher,0
ravindra.shukla,ravindra shukla,https://towardsdatascience.com/@ravindra.shukla?source=collection_archive---------14-----------------------,,13
ispeakcode,Nabil Nalakath,https://towardsdatascience.com/@ispeakcode?source=collection_archive---------17-----------------------,,0
kevin-c-lee26,Kevin C Lee,https://towardsdatascience.com/@kevin-c-lee26?source=collection_archive---------25-----------------------,,0
nidsaj,Nida,https://towardsdatascience.com/@nidsaj?source=collection_archive---------26-----------------------,"Runner, mathematician and bibliophile interested in the intersection of technology and culture",425
